first_appearance_p,first_deletion_p,instability_frequency,method,n_additions,n_deletions,n_depths_present,null_frequency,p_value,q_value,recording,source,status,target
6,7.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,48,unstable,39
1,5.0,0.16666666666666666,c-GC-star,0,1,4,,,,220119_F2_run11,48,lost,44
1,2.0,0.8333333333333334,c-GC-star,2,3,4,,,,220119_F2_run11,48,unstable,46
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,48,stable,89
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,48,unstable,99
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,49,unstable,0
5,,0.16666666666666666,c-GC-star,1,0,3,,,,220119_F2_run11,49,unstable,8
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,49,novel,12
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,49,lost,17
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,49,unstable,33
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,49,unstable,36
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,49,stable,65
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,49,unstable,71
1,4.0,0.6666666666666666,c-GC-star,2,2,5,,,,220119_F2_run11,51,unstable,34
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,52,unstable,16
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,52,unstable,28
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,52,unstable,46
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,52,unstable,49
1,6.0,0.16666666666666666,c-GC-star,0,1,5,,,,220119_F2_run11,52,lost,58
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,52,unstable,72
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,52,stable,81
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,52,unstable,84
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,53,unstable,28
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,53,unstable,80
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,53,unstable,83
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,53,stable,84
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,54,lost,19
1,3.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,54,unstable,27
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,54,unstable,39
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,54,unstable,71
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,56,unstable,25
1,5.0,0.16666666666666666,c-GC-star,0,1,4,,,,220119_F2_run11,56,lost,63
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,57,lost,40
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,57,unstable,44
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,57,unstable,61
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,57,lost,64
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,57,stable,76
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,57,stable,77
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,57,lost,82
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,58,unstable,15
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,58,unstable,16
1,4.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,59,unstable,12
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,59,stable,29
2,4.0,0.6666666666666666,c-GC-star,2,2,3,,,,220119_F2_run11,59,unstable,41
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,59,unstable,43
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,59,unstable,64
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,59,unstable,66
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,59,lost,69
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,59,unstable,70
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,59,unstable,72
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,59,stable,73
3,5.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,59,unstable,74
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,59,novel,82
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,59,unstable,89
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,59,novel,99
1,2.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,60,unstable,16
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,60,unstable,54
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,60,unstable,67
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,61,unstable,14
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,61,lost,32
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,61,unstable,69
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,61,unstable,70
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,61,unstable,72
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,62,unstable,42
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,62,lost,75
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,63,stable,18
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,64,stable,46
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,64,unstable,84
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,64,unstable,96
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,65,unstable,5
2,5.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,65,unstable,80
1,2.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,65,unstable,81
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,65,unstable,89
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,66,unstable,9
3,7.0,0.3333333333333333,c-GC-star,1,1,4,,,,220119_F2_run11,66,unstable,11
5,7.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,66,unstable,40
2,3.0,0.8333333333333334,c-GC-star,3,2,4,,,,220119_F2_run11,66,unstable,53
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,66,unstable,71
1,2.0,0.8333333333333334,c-GC-star,2,3,3,,,,220119_F2_run11,66,unstable,75
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,66,stable,76
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,67,unstable,71
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,67,unstable,72
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,68,stable,53
1,2.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,69,unstable,1
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,69,stable,3
5,6.0,0.5,c-GC-star,2,1,2,,,,220119_F2_run11,69,unstable,11
1,7.0,0.16666666666666666,c-GC-star,0,1,6,,,,220119_F2_run11,69,lost,12
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,69,lost,14
6,,0.16666666666666666,c-GC-star,1,0,2,,,,220119_F2_run11,69,unstable,20
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,69,unstable,27
1,3.0,0.3333333333333333,c-GC-star,1,1,4,,,,220119_F2_run11,69,unstable,29
6,7.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,69,unstable,41
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,69,unstable,42
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,69,stable,59
1,3.0,0.8333333333333334,c-GC-star,2,3,4,,,,220119_F2_run11,69,unstable,61
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,69,unstable,70
4,,0.16666666666666666,c-GC-star,1,0,4,,,,220119_F2_run11,69,unstable,71
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,69,lost,72
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,69,unstable,73
1,2.0,1.0,c-GC-star,3,3,4,,,,220119_F2_run11,69,unstable,78
1,3.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,69,unstable,83
2,6.0,0.5,c-GC-star,2,1,5,,,,220119_F2_run11,69,unstable,90
6,,0.16666666666666666,c-GC-star,1,0,2,,,,220119_F2_run11,69,unstable,92
6,7.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,70,unstable,66
1,3.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,70,unstable,78
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,71,unstable,0
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,1
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,3
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,71,unstable,4
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,71,unstable,11
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,16
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,20
4,5.0,0.5,c-GC-star,2,1,2,,,,220119_F2_run11,71,unstable,21
2,3.0,0.5,c-GC-star,2,1,5,,,,220119_F2_run11,71,unstable,24
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,31
1,3.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,71,unstable,32
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,71,lost,41
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,71,unstable,43
1,4.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,71,unstable,49
6,,0.16666666666666666,c-GC-star,1,0,2,,,,220119_F2_run11,71,unstable,56
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,66
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,71,unstable,74
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,71,novel,77
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,88
1,2.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,71,unstable,89
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,71,lost,93
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,71,unstable,95
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,71,unstable,97
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,71,stable,98
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,71,unstable,99
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,72,unstable,0
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,72,unstable,10
1,2.0,0.5,c-GC-star,1,2,5,,,,220119_F2_run11,72,unstable,64
1,4.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,72,unstable,69
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,73,lost,20
6,7.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,73,unstable,21
3,4.0,0.6666666666666666,c-GC-star,2,2,2,,,,220119_F2_run11,73,unstable,40
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,73,unstable,59
1,5.0,0.5,c-GC-star,1,2,5,,,,220119_F2_run11,73,unstable,64
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,73,unstable,71
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,73,unstable,77
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,73,unstable,90
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,73,unstable,99
1,4.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,74,unstable,20
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,74,lost,27
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,74,unstable,40
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,74,unstable,43
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,74,lost,76
5,,0.16666666666666666,c-GC-star,1,0,3,,,,220119_F2_run11,74,unstable,84
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,74,unstable,96
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,74,unstable,99
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,75,stable,30
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,75,unstable,62
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,75,unstable,63
2,6.0,0.3333333333333333,c-GC-star,1,1,4,,,,220119_F2_run11,75,unstable,78
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,76,unstable,2
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,76,unstable,9
4,5.0,0.5,c-GC-star,2,1,2,,,,220119_F2_run11,76,unstable,13
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,76,unstable,30
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,76,stable,41
2,3.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,76,unstable,66
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,76,unstable,67
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,76,unstable,78
3,7.0,0.3333333333333333,c-GC-star,1,1,4,,,,220119_F2_run11,76,unstable,81
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,78,novel,22
1,2.0,0.3333333333333333,c-GC-star,1,1,5,,,,220119_F2_run11,79,unstable,4
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,79,unstable,29
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,79,lost,65
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,80,stable,28
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,80,unstable,53
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,80,novel,72
1,2.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,81,unstable,17
1,5.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,81,unstable,21
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,81,lost,22
1,4.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,81,unstable,23
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,81,stable,28
1,3.0,0.6666666666666666,c-GC-star,2,2,4,,,,220119_F2_run11,81,unstable,33
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,81,unstable,49
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,81,unstable,53
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,81,unstable,84
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,81,unstable,95
6,,0.16666666666666666,c-GC-star,1,0,2,,,,220119_F2_run11,82,unstable,12
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,82,unstable,31
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,82,stable,36
4,,0.16666666666666666,c-GC-star,1,0,4,,,,220119_F2_run11,82,unstable,45
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,82,unstable,46
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,83,novel,50
1,4.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,83,unstable,56
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,83,lost,70
1,3.0,0.6666666666666666,c-GC-star,2,2,4,,,,220119_F2_run11,83,unstable,82
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,83,unstable,84
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,84,unstable,41
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,84,unstable,52
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,84,unstable,98
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,85,stable,18
3,4.0,0.5,c-GC-star,2,1,3,,,,220119_F2_run11,85,unstable,21
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,85,stable,33
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,85,stable,45
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,85,stable,46
1,3.0,0.6666666666666666,c-GC-star,2,2,5,,,,220119_F2_run11,85,unstable,75
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,85,lost,89
2,4.0,0.6666666666666666,c-GC-star,2,2,3,,,,220119_F2_run11,85,unstable,95
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,86,stable,82
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,86,novel,93
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,87,unstable,47
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,87,lost,77
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,87,unstable,85
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,88,unstable,9
1,2.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,88,unstable,10
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,88,unstable,27
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,88,unstable,31
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,88,unstable,75
2,6.0,0.5,c-GC-star,2,1,5,,,,220119_F2_run11,89,unstable,4
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,89,stable,33
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,89,stable,36
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,89,unstable,39
5,7.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,89,unstable,42
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,89,stable,44
1,7.0,0.16666666666666666,c-GC-star,0,1,6,,,,220119_F2_run11,89,lost,45
3,4.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,89,unstable,46
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,89,stable,48
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,89,lost,59
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,89,novel,64
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,89,unstable,69
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220119_F2_run11,89,unstable,77
1,2.0,0.6666666666666666,c-GC-star,2,2,3,,,,220119_F2_run11,89,unstable,88
1,,0.0,c-GC-star,0,0,7,,,,220119_F2_run11,89,stable,93
4,6.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,89,unstable,95
2,7.0,0.3333333333333333,c-GC-star,1,1,5,,,,220119_F2_run11,90,unstable,20
3,4.0,0.5,c-GC-star,2,1,4,,,,220119_F2_run11,90,unstable,26
1,3.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,90,unstable,30
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,90,lost,74
3,4.0,0.6666666666666666,c-GC-star,2,2,2,,,,220119_F2_run11,91,unstable,66
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,92,unstable,33
1,4.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,92,unstable,96
2,5.0,0.3333333333333333,c-GC-star,1,1,3,,,,220119_F2_run11,93,unstable,19
2,3.0,0.5,c-GC-star,2,1,2,,,,220119_F2_run11,93,unstable,49
1,3.0,0.6666666666666666,c-GC-star,2,2,4,,,,220119_F2_run11,94,unstable,95
1,6.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,95,unstable,21
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,95,unstable,43
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,95,unstable,52
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,95,unstable,98
1,2.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,96,unstable,6
2,3.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,96,unstable,31
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,96,unstable,32
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,96,unstable,36
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,96,unstable,77
5,6.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,96,unstable,97
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,96,unstable,99
1,2.0,0.5,c-GC-star,1,2,2,,,,220119_F2_run11,97,unstable,93
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,98,unstable,13
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,98,unstable,18
6,7.0,0.3333333333333333,c-GC-star,1,1,1,,,,220119_F2_run11,98,unstable,33
1,4.0,0.3333333333333333,c-GC-star,1,1,6,,,,220119_F2_run11,98,unstable,51
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220119_F2_run11,98,lost,71
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220119_F2_run11,98,unstable,72
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,98,unstable,97
4,6.0,0.3333333333333333,c-GC-star,1,1,2,,,,220119_F2_run11,99,unstable,8
7,,0.16666666666666666,c-GC-star,1,0,1,,,,220119_F2_run11,99,novel,27
1,4.0,0.16666666666666666,c-GC-star,0,1,3,,,,220119_F2_run11,99,lost,44
1,3.0,0.5,c-GC-star,1,2,4,,,,220119_F2_run11,99,unstable,53
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220119_F2_run11,99,unstable,97
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,0,stable,1
2,4.0,0.6666666666666666,c-GC-star,2,2,4,,,,220127_F4_run2,0,unstable,11
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,0,stable,16
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,0,unstable,58
3,4.0,0.5,c-GC-star,2,1,2,,,,220127_F4_run2,0,unstable,64
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220127_F4_run2,0,unstable,78
2,4.0,0.5,c-GC-star,2,1,5,,,,220127_F4_run2,0,unstable,82
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,0,unstable,87
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220127_F4_run2,0,unstable,88
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,0
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,5
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,7
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,1,unstable,8
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,11
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,16
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220127_F4_run2,1,unstable,22
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,25
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,1,unstable,29
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,1,unstable,41
2,6.0,0.3333333333333333,c-GC-star,1,1,4,,,,220127_F4_run2,1,unstable,53
2,4.0,0.6666666666666666,c-GC-star,2,2,3,,,,220127_F4_run2,1,unstable,54
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,56
4,5.0,0.5,c-GC-star,2,1,2,,,,220127_F4_run2,1,unstable,58
2,5.0,0.5,c-GC-star,2,1,5,,,,220127_F4_run2,1,unstable,59
3,5.0,0.3333333333333333,c-GC-star,1,1,2,,,,220127_F4_run2,1,unstable,60
3,7.0,0.3333333333333333,c-GC-star,1,1,4,,,,220127_F4_run2,1,unstable,76
6,,0.16666666666666666,c-GC-star,1,0,2,,,,220127_F4_run2,1,unstable,78
1,3.0,0.16666666666666666,c-GC-star,0,1,2,,,,220127_F4_run2,1,lost,79
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,1,stable,82
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220127_F4_run2,1,unstable,83
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,1,unstable,87
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,1,unstable,88
1,2.0,0.16666666666666666,c-GC-star,0,1,1,,,,220127_F4_run2,3,unstable,4
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,3,stable,9
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,3,stable,18
2,3.0,0.3333333333333333,c-GC-star,1,1,1,,,,220127_F4_run2,3,unstable,19
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,3,stable,26
4,6.0,0.5,c-GC-star,2,1,3,,,,220127_F4_run2,3,unstable,33
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,3,unstable,65
3,,0.16666666666666666,c-GC-star,1,0,5,,,,220127_F4_run2,3,unstable,67
2,,0.16666666666666666,c-GC-star,1,0,6,,,,220127_F4_run2,3,unstable,84
4,5.0,0.3333333333333333,c-GC-star,1,1,1,,,,220127_F4_run2,3,unstable,90
3,4.0,0.3333333333333333,c-GC-star,1,1,1,,,,220127_F4_run2,4,unstable,0
1,,0.0,c-GC-star,0,0,7,,,,220127_F4_run2,4,stable,6
